currency,date,rate,pct_change,rolling_vol_7d
BIF,2026-01-23,2961.232597,0.016606181069489523,0.04602358693912544
BIF,2026-01-26,2947.338107,-0.46921305722746887,0.17820816219818938
BIF,2026-01-27,2958.368213,0.37423958838667115,0.2456790918194132
BIF,2026-01-28,2960.735434,0.08001779459356761,0.24765154602015546
BMD,2025-12-01,1.0,,
BMD,2025-12-02,1.0,0.0,
BMD,2025-12-03,1.0,0.0,0.0
BMD,2025-12-07,1.0,0.0,0.0
BMD,2025-12-08,1.0,0.0,0.0
BMD,2025-12-15,1.0,0.0,0.0
BMD,2025-12-16,1.0,0.0,0.0
BMD,2025-12-17,1.0,0.0,0.0
BMD,2025-12-18,1.0,0.0,0.0
BMD,2025-12-22,1.0,0.0,0.0
BMD,2025-12-23,1.0,0.0,0.0
BMD,2026-01-02,1.0,0.0,0.0
BMD,2026-01-05,1.0,0.0,0.0
BMD,2026-01-06,1.0,0.0,0.0
BMD,2026-01-07,1.0,0.0,0.0
BMD,2026-01-08,1.0,0.0,0.0
BMD,2026-01-09,1.0,0.0,0.0
BMD,2026-01-12,1.0,0.0,0.0
BMD,2026-01-13,1.0,0.0,0.0
BMD,2026-01-14,1.0,0.0,0.0
BMD,2026-01-15,1.0,0.0,0.0
BMD,2026-01-16,1.0,0.0,0.0
BMD,2026-01-19,1.0,0.0,0.0
BMD,2026-01-20,1.0,0.0,0.0
BMD,2026-01-21,1.0,0.0,0.0
BMD,2026-01-22,1.0,0.0,0.0
BMD,2026-01-23,1.0,0.0,0.0
BMD,2026-01-26,1.0,0.0,0.0
BMD,2026-01-27,1.0,0.0,0.0
BMD,2026-01-28,1.0,0.0,0.0
BND,2025-12-01,1.294574,,
BND,2025-12-02,1.298295,0.2874304597497046,
BND,2025-12-03,1.294219,-0.313950219326109,0.4252403562490787
BND,2025-12-07,1.295411,0.09210187765749112,0.3067817578270206
BND,2025-12-08,1.296857,0.1116248047916768,0.254475466362441
BND,2025-12-15,1.288843,-0.6179555648772372,0.3691683455405683
BND,2025-12-16,1.289083,0.01862135263954734,0.33305889044394604
BND,2025-12-17,1.291462,0.18454979237179092,0.3189396567336335
BND,2025-12-18,1.291862,0.030972649601768154,0.28921563169755227
BND,2025-12-22,1.291379,-0.037387894372620245,0.2685821154782468
BND,2025-12-23,1.28578,-0.43356752742611526,0.3000494808684263
BND,2026-01-02,1.286358,0.04495325794460214,0.2929583876296504
BND,2026-01-05,1.286965,0.04718748590983868,0.19407938380259593
BND,2026-01-06,1.282141,-0.3748353684832062,0.23372948546462213
BND,2026-01-07,1.282216,0.005849590645645719,0.20885208924588175
BND,2026-01-08,1.284599,0.18585012197633866,0.23223176351670025
BND,2026-01-09,1.286619,0.15724751459404995,0.24925112936042057
BND,2026-01-12,1.287533,0.07103890118209666,0.18547420819118396
BND,2026-01-13,1.287157,-0.029203134987598744,0.18590292836994526
BND,2026-01-14,1.287949,0.06153095543122156,0.18647192166832294
BND,2026-01-15,1.288928,0.07601232657503676,0.07625508216707388
BND,2026-01-16,1.287197,-0.13429764889894003,0.10896486461824413
BND,2026-01-19,1.28492,-0.17689599960222235,0.12208310702834757
BND,2026-01-20,1.281632,-0.2558914173645066,0.13465885506139672
BND,2026-01-21,1.282506,0.06819430226459033,0.13421731117791086
BND,2026-01-22,1.283201,0.05419077961430485,0.14052379099443987
BND,2026-01-23,1.278658,-0.35403650714112,0.1726734363458691
BND,2026-01-26,1.269196,-0.7399945880759429,0.2760095131241718
BND,2026-01-27,1.264903,-0.3382456295166314,0.2762415832094374
BND,2026-01-28,1.261227,-0.2906151697007586,0.2746368211854213
BOB,2025-12-01,6.932361,,
BOB,2025-12-02,6.912296,-0.2894396295865076,
BOB,2025-12-03,6.910505,-0.025910348746649436,0.1863433415230778
BOB,2025-12-07,6.91023,-0.0039794486799360484,0.15885851205864585
BOB,2025-12-08,6.934943,0.35762919613384625,0.2658285194179444
BOB,2025-12-15,6.906898,-0.40440130510084327,0.29542150900211805
BOB,2025-12-16,6.908657,0.025467293711289862,0.26728692725298814
BOB,2025-12-17,6.905439,-0.04657924108838474,0.24402887961059405
BOB,2025-12-18,6.914156,0.12623382814618278,0.22758284856880684
BOB,2025-12-22,6.902993,-0.16145137598861936,0.23616257753357447
BOB,2025-12-23,6.900857,-0.030943099609115343,0.2361671065069009
BOB,2026-01-02,6.909559,0.12610028000870077,0.18534962291993143
BOB,2026-01-05,6.934719,0.36413322471087195,0.16885630543487976
BOB,2026-01-06,6.922433,-0.1771665153267321,0.19117090735948222
BOB,2026-01-07,6.928752,0.09128293477163041,0.18922428518010992
BOB,2026-01-08,6.937406,0.12489983766195145,0.18913338061631702
