id,timestamp_utc,base,currency,rate
331,2025-12-01T16:00:00,USD,XAG,0.0173376
332,2025-12-01T16:00:00,USD,XAU,0.00023626
333,2025-12-01T16:00:00,USD,XCD,2.70255
334,2025-12-01T16:00:00,USD,XCG,1.80152
335,2025-12-01T16:00:00,USD,XDR,0.702961
336,2025-12-01T16:00:00,USD,XOF,564.075818
337,2025-12-01T16:00:00,USD,XPD,0.00069191
338,2025-12-01T16:00:00,USD,XPF,102.616711
339,2025-12-01T16:00:00,USD,XPT,0.00060097
340,2025-12-01T16:00:00,USD,YER,238.300078
341,2025-12-01T16:00:00,USD,ZAR,17.07371
342,2025-12-01T16:00:00,USD,ZMW,22.916166
343,2025-12-01T16:00:00,USD,ZWG,26.407
344,2025-12-01T16:00:00,USD,ZWL,322.0
345,2025-12-02T15:00:00,USD,AED,3.6725
346,2025-12-02T15:00:00,USD,AFN,66.418566
347,2025-12-02T15:00:00,USD,ALL,83.259386
348,2025-12-02T15:00:00,USD,AMD,381.24
349,2025-12-02T15:00:00,USD,ANG,1.79
350,2025-12-02T15:00:00,USD,AOA,912.4314
351,2025-12-02T15:00:00,USD,ARS,1455.5116
352,2025-12-02T15:00:00,USD,AUD,1.523786
353,2025-12-02T15:00:00,USD,AWG,1.8
354,2025-12-02T15:00:00,USD,AZN,1.7
355,2025-12-02T15:00:00,USD,BAM,1.684843
356,2025-12-02T15:00:00,USD,BBD,2.0
357,2025-12-02T15:00:00,USD,BDT,122.230447
358,2025-12-02T15:00:00,USD,BGN,1.6837
359,2025-12-02T15:00:00,USD,BHD,0.376948
360,2025-12-02T15:00:00,USD,BIF,2954.842866
361,2025-12-02T15:00:00,USD,BMD,1.0
362,2025-12-02T15:00:00,USD,BND,1.298295
363,2025-12-02T15:00:00,USD,BOB,6.912296
364,2025-12-02T15:00:00,USD,BRL,5.3393
365,2025-12-02T15:00:00,USD,BSD,1.0
366,2025-12-02T15:00:00,USD,BTC,1.1206733e-05
367,2025-12-02T15:00:00,USD,BTN,89.994894
368,2025-12-02T15:00:00,USD,BWP,13.368021
369,2025-12-02T15:00:00,USD,BYN,2.903845
370,2025-12-02T15:00:00,USD,BZD,2.011733
371,2025-12-02T15:00:00,USD,CAD,1.398585
372,2025-12-02T15:00:00,USD,CDF,2288.192034
373,2025-12-02T15:00:00,USD,CHF,0.804306
374,2025-12-02T15:00:00,USD,CLF,0.023622
375,2025-12-02T15:00:00,USD,CLP,926.75
376,2025-12-02T15:00:00,USD,CNH,7.067236
377,2025-12-02T15:00:00,USD,CNY,7.0703
378,2025-12-02T15:00:00,USD,COP,3812.19
379,2025-12-02T15:00:00,USD,CRC,492.574716
380,2025-12-02T15:00:00,USD,CUC,1.0
381,2025-12-02T15:00:00,USD,CUP,25.75
382,2025-12-02T15:00:00,USD,CVE,94.98969
383,2025-12-02T15:00:00,USD,CZK,20.796564
384,2025-12-02T15:00:00,USD,DJF,178.122592
385,2025-12-02T15:00:00,USD,DKK,6.42872
386,2025-12-02T15:00:00,USD,DOP,62.579952
387,2025-12-02T15:00:00,USD,DZD,130.140213
388,2025-12-02T15:00:00,USD,EGP,47.5186
389,2025-12-02T15:00:00,USD,ERN,15.0
390,2025-12-02T15:00:00,USD,ETB,154.494127
391,2025-12-02T15:00:00,USD,EUR,0.860764
392,2025-12-02T15:00:00,USD,FJD,2.2697
393,2025-12-02T15:00:00,USD,FKP,0.756947
394,2025-12-02T15:00:00,USD,GBP,0.756947
395,2025-12-02T15:00:00,USD,GEL,2.695
396,2025-12-02T15:00:00,USD,GGP,0.756947
397,2025-12-02T15:00:00,USD,GHS,11.347946
398,2025-12-02T15:00:00,USD,GIP,0.756947
399,2025-12-02T15:00:00,USD,GMD,73.000001
400,2025-12-02T15:00:00,USD,GNF,8691.387277
401,2025-12-02T15:00:00,USD,GTQ,7.662687
402,2025-12-02T15:00:00,USD,GYD,209.272686
403,2025-12-02T15:00:00,USD,HKD,7.785655
404,2025-12-02T15:00:00,USD,HNL,26.353784
405,2025-12-02T15:00:00,USD,HRK,6.485765
406,2025-12-02T15:00:00,USD,HTG,130.898826
407,2025-12-02T15:00:00,USD,HUF,327.812604
408,2025-12-02T15:00:00,USD,IDR,16620.780031
409,2025-12-02T15:00:00,USD,ILS,3.253055
410,2025-12-02T15:00:00,USD,IMP,0.756947
411,2025-12-02T15:00:00,USD,INR,89.926757
412,2025-12-02T15:00:00,USD,IQD,1310.364212
413,2025-12-02T15:00:00,USD,IRR,42125.0
414,2025-12-02T15:00:00,USD,ISK,127.91
415,2025-12-02T15:00:00,USD,JEP,0.756947
416,2025-12-02T15:00:00,USD,JMD,160.257412
417,2025-12-02T15:00:00,USD,JOD,0.709
418,2025-12-02T15:00:00,USD,JPY,155.95183333
419,2025-12-02T15:00:00,USD,KES,129.35
420,2025-12-02T15:00:00,USD,KGS,87.45
421,2025-12-02T15:00:00,USD,KHR,4004.892997
422,2025-12-02T15:00:00,USD,KMF,423.999883
423,2025-12-02T15:00:00,USD,KPW,900.0
424,2025-12-02T15:00:00,USD,KRW,1467.309193
425,2025-12-02T15:00:00,USD,KWD,0.307006
426,2025-12-02T15:00:00,USD,KYD,0.833628
427,2025-12-02T15:00:00,USD,KZT,511.923863
428,2025-12-02T15:00:00,USD,LAK,21703.493857
429,2025-12-02T15:00:00,USD,LBP,89570.636635
430,2025-12-02T15:00:00,USD,LKR,308.905771
431,2025-12-02T15:00:00,USD,LRD,177.052825
432,2025-12-02T15:00:00,USD,LSL,17.130563
433,2025-12-02T15:00:00,USD,LYD,5.450458
434,2025-12-02T15:00:00,USD,MAD,9.255784
435,2025-12-02T15:00:00,USD,MDL,16.989568
436,2025-12-02T15:00:00,USD,MGA,4475.266991
437,2025-12-02T15:00:00,USD,MKD,53.091742
438,2025-12-02T15:00:00,USD,MMK,2099.7
439,2025-12-02T15:00:00,USD,MNT,3582.15
440,2025-12-02T15:00:00,USD,MOP,8.02207
441,2025-12-02T15:00:00,USD,MRU,39.808928
442,2025-12-02T15:00:00,USD,MUR,46.139999
443,2025-12-02T15:00:00,USD,MVR,15.41
444,2025-12-02T15:00:00,USD,MWK,1734.5359
445,2025-12-02T15:00:00,USD,MXN,18.28832
446,2025-12-02T15:00:00,USD,MYR,4.132
447,2025-12-02T15:00:00,USD,MZN,63.899993
448,2025-12-02T15:00:00,USD,NAD,17.130563
449,2025-12-02T15:00:00,USD,NGN,1447.29
450,2025-12-02T15:00:00,USD,NIO,36.80955
451,2025-12-02T15:00:00,USD,NOK,10.142999
452,2025-12-02T15:00:00,USD,NPR,143.990541
453,2025-12-02T15:00:00,USD,NZD,1.744143
454,2025-12-02T15:00:00,USD,OMR,0.384501
455,2025-12-02T15:00:00,USD,PAB,1.0
456,2025-12-02T15:00:00,USD,PEN,3.373678
457,2025-12-02T15:00:00,USD,PGK,4.240967
458,2025-12-02T15:00:00,USD,PHP,58.643994
459,2025-12-02T15:00:00,USD,PKR,282.78341
460,2025-12-02T15:00:00,USD,PLN,3.647274
461,2025-12-02T15:00:00,USD,PYG,7001.420132
462,2025-12-02T15:00:00,USD,QAR,3.656036
463,2025-12-02T15:00:00,USD,RON,4.3817
464,2025-12-02T15:00:00,USD,RSD,101.085587
465,2025-12-02T15:00:00,USD,RUB,77.376656
466,2025-12-02T15:00:00,USD,RWF,1455.423153
467,2025-12-02T15:00:00,USD,SAR,3.753813
468,2025-12-02T15:00:00,USD,SBD,8.223823
469,2025-12-02T15:00:00,USD,SCR,14.102972
470,2025-12-02T15:00:00,USD,SDG,601.5
471,2025-12-02T15:00:00,USD,SEK,9.444795
472,2025-12-02T15:00:00,USD,SGD,1.297177
473,2025-12-02T15:00:00,USD,SHP,0.756947
474,2025-12-02T15:00:00,USD,SLE,22.95
475,2025-12-02T15:00:00,USD,SLL,20969.5
476,2025-12-02T15:00:00,USD,SOS,570.621161
477,2025-12-02T15:00:00,USD,SRD,38.5415
478,2025-12-02T15:00:00,USD,SSP,130.26
479,2025-12-02T15:00:00,USD,STD,22281.8
480,2025-12-02T15:00:00,USD,STN,21.105497
481,2025-12-02T15:00:00,USD,SVC,8.752509
482,2025-12-02T15:00:00,USD,SYP,13002.0
483,2025-12-02T15:00:00,USD,SZL,17.127401
484,2025-12-02T15:00:00,USD,THB,31.9895
485,2025-12-02T15:00:00,USD,TJS,9.243757
486,2025-12-02T15:00:00,USD,TMT,3.5
487,2025-12-02T15:00:00,USD,TND,2.947743
488,2025-12-02T15:00:00,USD,TOP,2.40776
489,2025-12-02T15:00:00,USD,TRY,42.441803
490,2025-12-02T15:00:00,USD,TTD,6.781296
491,2025-12-02T15:00:00,USD,TWD,31.404999
492,2025-12-02T15:00:00,USD,TZS,2464.516
493,2025-12-02T15:00:00,USD,UAH,42.302614
494,2025-12-02T15:00:00,USD,UGX,3575.88084
495,2025-12-02T15:00:00,USD,USD,1.0
496,2025-12-02T15:00:00,USD,UYU,39.337794
497,2025-12-02T15:00:00,USD,UZS,11899.258484
498,2025-12-02T15:00:00,USD,VES,246.991142
499,2025-12-02T15:00:00,USD,VND,26377.5
500,2025-12-02T15:00:00,USD,VUV,122.16
501,2025-12-02T15:00:00,USD,WST,2.816
502,2025-12-02T15:00:00,USD,XAF,564.624472
503,2025-12-02T15:00:00,USD,XAG,0.01719469
504,2025-12-02T15:00:00,USD,XAU,0.00023701
505,2025-12-02T15:00:00,USD,XCD,2.70255
506,2025-12-02T15:00:00,USD,XCG,1.802746
507,2025-12-02T15:00:00,USD,XDR,0.70274
508,2025-12-02T15:00:00,USD,XOF,564.624472
509,2025-12-02T15:00:00,USD,XPD,0.00068696
510,2025-12-02T15:00:00,USD,XPF,102.716523
511,2025-12-02T15:00:00,USD,XPT,0.00061371
512,2025-12-02T15:00:00,USD,YER,238.350012
513,2025-12-02T15:00:00,USD,ZAR,17.10889
514,2025-12-02T15:00:00,USD,ZMW,22.981832
515,2025-12-02T15:00:00,USD,ZWG,26.407
516,2025-12-02T15:00:00,USD,ZWL,322.0
517,2025-12-03T16:00:00,USD,AED,3.6725
